商品ID	商店类型	对应物品ID	轮替商品ID	对应物品数量	消耗金币	消耗水晶	消耗创世结晶	[消耗物品]1ID	[消耗物品]1数量	[消耗物品]2ID	[消耗物品]2数量	[消耗物品]3ID	[消耗物品]3数量	[消耗物品]4ID	[消耗物品]4数量	限购数量	刷新类型	刷新参数	提前预览天数	上架时间	下架时间	是否终身限购	前置条件	前置条件参数	条件参数1	条件参数2	前置条件屏蔽显示	最小可见等级	最小队伍等级	最大队伍等级	排序等级	二级页签ID	n选1组ID	显示平台
203656	1004	51534		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203657	1004	51540		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203658	1004	51541		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203659	1004	51542		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203660	1004	51543		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203661	1004	51544		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203662	1004	51550		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203663	1004	51551		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203664	1004	51552		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203665	1004	51553		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203666	1004	51554		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203667	1004	52110		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203668	1004	52111		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203669	1004	52112		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203670	1004	52113		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203671	1004	52114		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203672	1004	52120		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203673	1004	52121		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203674	1004	52122		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203675	1004	52123		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203676	1004	52124		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203677	1004	52130		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203678	1004	52131		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203679	1004	52132		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203680	1004	52133		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203681	1004	52134		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203682	1004	52140		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203683	1004	52141		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203684	1004	52142		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203685	1004	52143		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203686	1004	52144		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203687	1004	52150		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203688	1004	52151		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203689	1004	52152		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203690	1004	52153		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203691	1004	52154		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203692	1004	52210		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203693	1004	52211		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203694	1004	52212		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203695	1004	52213		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203696	1004	52214		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203697	1004	52220		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203698	1004	52221		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203699	1004	52222		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203700	1004	52223		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203701	1004	52224		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203702	1004	52230		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203703	1004	52231		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203704	1004	52232		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203705	1004	52233		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203706	1004	52234		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203707	1004	52240		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203708	1004	52241		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203709	1004	52242		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203710	1004	52243		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203711	1004	52244		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203712	1004	52250		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203713	1004	52251		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203714	1004	52252		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203715	1004	52253		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203716	1004	52254		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203717	1004	52310		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203718	1004	52311		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203719	1004	52312		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203720	1004	52313		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203721	1004	52314		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203722	1004	52320		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203723	1004	52321		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203724	1004	52322		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203725	1004	52323		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203726	1004	52324		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203727	1004	52330		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203728	1004	52331		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203729	1004	52332		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203730	1004	52333		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203731	1004	52334		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203732	1004	52340		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203733	1004	52341		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203734	1004	52342		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203735	1004	52343		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203736	1004	52344		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203737	1004	52350		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203738	1004	52351		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203739	1004	52352		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203740	1004	52353		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203741	1004	52354		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203742	1004	52410		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203743	1004	52411		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203744	1004	52412		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203745	1004	52413		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203746	1004	52414		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203747	1004	52420		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203748	1004	52421		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203749	1004	52422		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203750	1004	52423		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203751	1004	52424		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203752	1004	52430		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203753	1004	52431		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203754	1004	52432		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203755	1004	52433		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203756	1004	52434		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203757	1004	52440		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203758	1004	52441		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203759	1004	52442		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203760	1004	52443		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203761	1004	52444		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203762	1004	52450		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203763	1004	52451		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203764	1004	52452		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203765	1004	52453		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203766	1004	52454		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203767	1004	52510		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203768	1004	52511		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203769	1004	52512		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203770	1004	52513		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203771	1004	52514		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203772	1004	52520		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203773	1004	52521		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203774	1004	52522		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203775	1004	52523		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203776	1004	52524		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203777	1004	52530		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203778	1004	52531		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203779	1004	52532		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203780	1004	52533		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203781	1004	52534		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203782	1004	52540		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203783	1004	52541		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203784	1004	52542		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203785	1004	52543		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203786	1004	52544		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203787	1004	52550		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203788	1004	52551		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203789	1004	52552		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203790	1004	52553		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203791	1004	52554		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203792	1004	53110		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203793	1004	53111		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203794	1004	53112		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203795	1004	53113		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203796	1004	53114		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203797	1004	53120		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203798	1004	53121		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203799	1004	53122		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203800	1004	53123		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203801	1004	53124		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203802	1004	53130		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203803	1004	53131		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203804	1004	53132		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203805	1004	53133		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203806	1004	53134		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203807	1004	53140		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203808	1004	53141		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203809	1004	53142		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203810	1004	53143		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203811	1004	53144		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203812	1004	53150		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203813	1004	53151		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203814	1004	53152		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203815	1004	53153		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203816	1004	53154		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203817	1004	53210		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203818	1004	53211		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203819	1004	53212		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203820	1004	53213		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203821	1004	53214		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203822	1004	53220		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203823	1004	53221		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203824	1004	53222		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203825	1004	53223		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203826	1004	53224		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203827	1004	53230		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203828	1004	53231		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203829	1004	53232		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203830	1004	53233		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203831	1004	53234		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203832	1004	53240		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203833	1004	53241		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203834	1004	53242		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203835	1004	53243		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203836	1004	53244		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203837	1004	53250		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203838	1004	53251		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203839	1004	53252		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203840	1004	53253		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203841	1004	53254		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203842	1004	53310		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203843	1004	53311		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203844	1004	53312		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203845	1004	53313		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203846	1004	53314		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203847	1004	53320		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203848	1004	53321		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203849	1004	53322		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203850	1004	53323		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203851	1004	53324		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
